id,rate
91,0.0829396847496395
145,0.12130810360901095
179,0.12696116369443994
185,0.08550094245357022
49,0.12922810136517668
95,0.05944040557234669
127,0.12243673785503491
37,0.10537750163264732
121,0.11648256546354073
45,0.11742963377090723
97,0.14271493372879532
17,0.09821719179055557
25,0.14640611515226234
85,0.12685602336527693
71,0.13634845869121964
19,0.11665355930503161
99,0.1016090224166922
191,0.11788388882035994
177,0.062490235900640526
137,0.09357089576900925
151,0.13995650890879763
51,0.11933269216435057
77,0.12596049868120557
125,0.12997311567994121
11,0.10018228732724362
83,0.08637875901080165
157,0.12262381700005416
15,0.08483632299798513
117,0.12931883442006076
23,0.13123257067420732
69,0.1250739192095747
81,0.10146951946334333
7,0.09052144864384266
173,0.10266202634307595
131,0.07689321123852993
43,0.10830313273258045
1,0.12287086627798259
107,0.1110392866420584
105,0.12394667963923495
113,0.11721679310940313
181,0.09643734072434382
47,0.10812421000088561
161,0.11859335776515915
183,0.12129177875288526
155,0.10288828963771358
187,0.07616764113034077
5,0.09975017523679433
109,0.13551741301162354
33,0.10653328168083312
147,0.12087114711157199
63,0.0950892457026838
61,0.11285636691247596
75,0.09286604217618015
111,0.12972071964968596
39,0.11335021220346879
89,0.13324529547705513
141,0.12547741809075708
163,0.11829564837719939
21,0.12613159498848883
65,0.11729409280985244
139,0.10189357429034958
93,0.10125017189407187
153,0.11429588919795566
171,0.1328217045603634
119,0.10948736154422356
101,0.13458841516757603
67,0.09872694206287348
167,0.12451607929831988
193,0.1348977950823141
79,0.10161572266422703
103,0.08008438159231189
123,0.10064360921772628
35,0.12999054002591737
115,0.08566461747249321
165,0.09513572662973521
129,0.11180243904078438
159,0.12410389305968837
13,0.11671624646849704
27,0.12901371626622415
143,0.09679601068065383
41,0.09674544655500757
195,0.12538142348829598
