id,rate
113,0.1327453626285648
189,0.13790872698961548
63,0.125324674537638
21,0.1486613406961481
145,0.14230486794490874
159,0.1496438616650176
65,0.10582107354825898
161,0.1447548046804527
179,0.1630322825148565
49,0.1447284714591406
77,0.14546148251481442
127,0.13610854309803558
133,0.1529885949813056
197,0.15244649441973857
75,0.10884127799857722
45,0.13926671753530395
109,0.15808408865635412
97,0.15909254896301617
119,0.1372975490994322
85,0.1595005065647301
71,0.15860160733691547
23,0.15698104860882842
19,0.13420671915582066
99,0.13055392345563951
37,0.13039981312678178
61,0.1406055991312737
191,0.14364346522850713
147,0.140333996995471
175,0.14421205482582294
89,0.1482089113006985
141,0.1546463389031642
167,0.14457145098882512
73,0.11705393223500155
137,0.10468667537613664
55,0.11131770006052012
39,0.1342190941361595
43,0.12287687426118336
51,0.15013504866270486
87,0.13604051541089116
125,0.14799207716348986
135,0.12510425354462051
57,0.16870243027881732
171,0.14903545838691898
169,0.1356964464845963
35,0.15093428663968592
101,0.15394486809308755
29,0.1406681455577703
67,0.13828828888415612
183,0.15036779462108782
31,0.1288039702812672
25,0.16509063974240165
3,0.1562071358259775
69,0.13756322000049598
81,0.14308248774615184
115,0.12225600841352371
149,0.11860613134983172
129,0.13507800362040465
151,0.16030806778412232
157,0.14389057840489058
27,0.15749992785683148
59,0.15960407151366293
1,0.15854655066279436
53,0.1345345947986998
107,0.14174941876362773
41,0.11780638713399752
193,0.15126751747400632
95,0.06913945175493844
