Year	LEA	LEA Name	State PPE	State Rank	Federal PPE	Federal Rank	Local PPE	Local Rank	Total PPE	Total Rank
2009	10	Alamance-Burlington Schools	"5,400.50"	104	488.93	95	"1,505.29"	68	"7,394.72"	107
2009	20	Alexander County Schools	"5,630.16"	86	422.63	103	"1,120.46"	101	"7,173.25"	113
2009	30	Alleghany County Schools	"7,881.22"	9	997.86	22	"1,850.72"	32	"10,729.80"	12
2009	40	Anson County Schools	"7,231.57"	21	"1,015.62"	20	"1,225.35"	94	"9,472.54"	30
2009	50	Ashe County Schools	"6,802.53"	31	859.98	35	"1,278.96"	88	"8,941.47"	43
2009	761	Asheboro City Schools	"5,786.79"	73	934.15	29	"1,818.69"	36	"8,539.63"	57
2009	111	Asheville City Schools	"6,053.57"	59	"1,400.80"	7	"4,845.97"	2	"12,300.34"	4
2009	60	Avery County Schools	"7,165.89"	23	729.15	47	"1,973.36"	28	"9,868.40"	19
2009	70	Beaufort County Schools	"6,105.14"	53	874.12	34	"1,591.73"	57	"8,570.99"	60
2009	80	Bertie County Schools	"8,001.78"	8	"1,577.32"	4	"1,689.54"	48	"11,268.64"	8
2009	90	Bladen County Schools	"6,441.55"	40	"1,337.81"	10	"1,235.72"	92	"9,015.08"	39
2009	100	Brunswick County Schools	"5,541.53"	93	600.11	74	"2,553.85"	12	"8,695.49"	52
2009	110	Buncombe County Schools	"5,473.97"	98	512.45	91	"2,070.36"	25	"8,056.78"	79
2009	120	Burke County Schools	"5,875.07"	67	694.54	52	"1,412.65"	78	"7,982.26"	84
2009	130	Cabarrus County Schools	"5,251.73"	111	335	113	"1,746.09"	41	"7,332.82"	110
2009	140	Caldwell County Schools	"5,704.78"	80	571.07	81	"1,197.69"	95	"7,473.54"	105
2009	150	Camden County Schools	"7,208.47"	22	303.31	115	"1,018.07"	111	"8,529.85"	56
2009	160	Carteret County Schools	"5,791.41"	72	504.49	92	"2,610.06"	11	"8,905.96"	44
2009	170	Caswell County Schools	"7,316.70"	18	640.99	62	825.71	114	"8,783.40"	47
2009	180	Catawba County Schools	"5,472.51"	99	425.32	102	"1,610.46"	55	"7,508.29"	104
2009	681	Chapel-Hill/Carrboro City Schools	"5,239.99"	114	365.74	111	"4,983.32"	1	"10,589.05"	13
2009	600	Charlotte-Mecklenburg County Schools	"5,346.67"	108	513.91	90	"2,368.87"	15	"8,229.45"	72
2009	190	Chatham County Schools	"5,733.44"	77	644.72	60	"3,354.54"	4	"9,732.70"	20
2009	200	Cherokee County Schools	"6,835.59"	30	759.57	44	"1,405.81"	80	"9,000.97"	42
2009	220	Clay County Schools	"7,484.69"	15	470.17	98	"1,263.80"	90	"9,218.66"	34
2009	230	Cleveland County Schools	"6,052.99"	60	635.26	66	"1,603.31"	56	"8,291.56"	70
2009	821	Clinton City Schools	"6,073.33"	58	757.5	45	"2,287.68"	19	"9,118.51"	37
2009	240	Columbus County Schools	"6,379.89"	42	969.8	24	"1,119.61"	102	"8,469.30"	65
2009	250	Craven County Schools	"5,517.63"	94	789.5	43	"1,388.35"	82	"7,695.48"	98
2009	260	Cumberland County Schools	"5,401.54"	103	931.72	31	"1,472.88"	71	"7,806.14"	93
2009	270	Currituck County Schools	"6,190.50"	45	404.82	105	"2,404.59"	13	"8,999.91"	41
2009	280	Dare County Schools	"5,854.56"	69	386.5	107	"4,676.35"	3	"10,917.41"	10
2009	290	Davidson County Schools	"5,369.85"	106	366.7	110	"1,141.12"	100	"6,877.67"	115
2009	300	Davie County Schools	"5,591.24"	89	378.77	108	"1,452.82"	73	"7,422.83"	106
2009	310	Duplin County Schools	"6,175.40"	47	733.09	46	"1,177.14"	97	"8,085.63"	75
2009	320	Durham County Schools	"5,620.47"	87	650.85	57	"3,330.44"	5	"9,601.76"	22
2009	210	Edenton-Chowan County Schools	"6,853.74"	29	714.48	48	"1,806.50"	38	"9,374.72"	31
2009	330	Edgecombe County Schools	"6,552.42"	34	803.86	39	"1,053.18"	110	"8,409.46"	67
2009	861	Elkin City Schools	"6,469.84"	37	589.13	76	"2,089.07"	22	"9,148.04"	36
2009	340	Forsyth County Schools	"5,741.47"	74	582.8	78	"2,400.22"	14	"8,724.49"	48
2009	350	Franklin County Schools	"5,685.14"	83	618.2	70	"1,527.48"	66	"7,830.82"	90
2009	360	Gaston County Schools	"5,208.64"	115	514.38	89	"1,435.31"	75	"7,158.33"	114
2009	370	Gates County Schools	"7,343.26"	17	540.11	86	"1,622.78"	54	"9,506.15"	26
2009	380	Graham County Schools	"8,451.67"	5	942.79	27	"1,070.03"	108	"10,464.49"	15
2009	390	Granville County Schools	"5,662.95"	84	615.38	71	"1,556.96"	64	"7,835.29"	92
2009	400	Greene County Schools	"7,253.53"	20	798.33	40	"1,272.78"	89	"9,324.64"	32
2009	410	Guilford County Schools	"5,372.29"	105	629.57	67	"2,684.23"	10	"8,686.09"	51
2009	420	Halifax County Schools	"7,350.58"	16	"1,725.93"	1	"1,072.26"	107	"10,148.77"	17
2009	430	Harnett County Schools	"5,580.44"	90	580.9	79	"1,149.52"	99	"7,310.86"	112
2009	440	Haywood County Schools	"5,704.02"	81	635.79	65	"1,951.30"	30	"8,291.11"	69
2009	450	Henderson County Schools	"5,403.12"	102	597.75	75	"1,635.03"	51	"7,635.90"	102
2009	460	Hertford County Schools	"7,677.10"	12	"1,045.45"	17	"1,478.20"	69	"10,200.75"	16
2009	181	Hickory City Schools	"5,699.68"	82	639.03	63	"1,757.96"	40	"8,096.67"	76
2009	470	Hoke County Schools	"6,389.38"	41	920.04	32	"1,060.80"	109	"8,370.22"	66
2009	480	Hyde County Schools	"13,065.74"	1	"1,207.99"	13	"2,300.32"	17	"16,574.05"	1
2009	490	Iredell-Statesville Schools	"5,248.30"	112	371.52	109	"1,698.02"	45	"7,317.84"	111
2009	500	Jackson County Schools	"6,124.42"	52	649.87	58	"1,811.18"	37	"8,585.47"	55
2009	510	Johnston County Schools	"5,554.32"	92	460	100	"1,689.89"	47	"7,704.21"	97
2009	520	Jones County Schools	"9,439.60"	3	"1,037.23"	18	"1,622.82"	53	"12,099.65"	5
2009	132	Kannapolis City Schools	"5,514.47"	95	707.94	50	"1,921.15"	31	"8,143.56"	73
2009	530	Lee County Schools	"5,711.67"	79	637.81	64	"1,710.75"	44	"8,060.23"	78
2009	540	Lenoir County Schools	"6,146.82"	51	712.68	49	"1,106.87"	104	"7,966.37"	86
2009	291	Lexington City Schools	"6,355.00"	43	943.87	26	"1,957.52"	29	"9,256.39"	35
2009	550	Lincoln County Schools	"5,501.54"	96	496.44	93	"1,369.93"	84	"7,367.91"	108
2009	560	Macon County Schools	"6,084.26"	55	577.81	80	"1,795.85"	39	"8,457.92"	64
2009	570	Madison County Schools	"6,983.08"	26	642.66	61	"1,154.72"	98	"8,780.46"	50
2009	580	Martin County Schools	"7,014.01"	25	990.35	23	"1,557.56"	63	"9,561.92"	25
2009	590	McDowell County Schools	"6,100.67"	54	622.87	68	"1,286.73"	86	"8,010.27"	81
2009	610	Mitchell County Schools	"7,843.85"	10	674.85	55	"1,099.48"	105	"9,618.18"	21
2009	620	Montgomery County Schools	"6,513.45"	36	819.08	37	"1,627.17"	52	"8,959.70"	40
2009	630	Moore County Schools	"5,566.44"	91	460.4	99	"2,076.24"	24	"8,103.08"	77
2009	491	Mooresville City Schools	"5,366.82"	107	311.66	114	"2,313.48"	16	"7,991.96"	83
2009	862	Mount Airy City Schools	"6,558.29"	33	931.75	30	"2,088.99"	23	"9,579.03"	23
2009	640	Nash-Rocky Mount Schools	"5,867.19"	68	796.87	41	"1,473.48"	70	"8,137.54"	74
2009	650	New Hanover County Schools	"5,247.03"	113	605.46	73	"2,907.87"	9	"8,760.36"	46
2009	182	Newton-Conover City Schools	"5,716.70"	78	"1,153.81"	15	"1,983.01"	27	"8,853.52"	45
2009	660	Northampton County Schools	"8,123.58"	7	"1,398.32"	8	"1,569.15"	60	"11,091.05"	9
2009	670	Onslow County Schools	"5,411.97"	101	555.48	83	"1,678.52"	49	"7,645.97"	103
2009	680	Orange County Schools	"5,812.72"	71	390.34	106	"3,293.18"	6	"9,496.24"	28
2009	690	Pamlico County Schools	"8,194.36"	6	"1,370.26"	9	"1,697.70"	46	"11,262.32"	7
2009	700	Pasquotank County Schools	"5,987.13"	62	805.92	38	"1,836.76"	34	"8,629.81"	54
2009	710	Pender County Schools	"5,450.47"	100	658.58	56	"1,511.10"	67	"7,620.15"	101
2009	720	Perquimans County Schools	"7,707.24"	11	"1,559.43"	5	"1,567.54"	61	"10,834.21"	11
2009	730	Person County Schools	"6,338.48"	44	583.62	77	"1,675.47"	50	"8,597.57"	62
2009	740	Pitt County Schools	"5,740.05"	75	608.09	72	"1,527.62"	65	"7,875.76"	91
2009	750	Polk County Schools	"6,894.96"	28	645.78	59	"1,999.43"	26	"9,540.17"	24
2009	760	Randolph County Schools	"5,497.87"	97	483.24	96	"1,374.88"	83	"7,355.99"	109
2009	770	Richmond County Schools	"6,460.68"	38	948.44	25	"1,091.36"	106	"8,500.48"	61
2009	421	Roanoke Rapids City Schools	"6,172.02"	48	938.69	28	"1,564.21"	62	"8,674.92"	49
