Year	LEA	LEA Name	State PPE	State Rank	Federal PPE	Federal Rank	Local PPE	Local Rank	Total PPE	Total Rank
2012	10	Alamance-Burlington Schools	"5,191.18"	97	619.3	103	"1,899.64"	27	"7,710.12"	90
2012	20	Alexander County Schools	"5,741.37"	58	802.77	77	865.21	112	"7,409.35"	102
2012	30	Alleghany County Schools	"7,120.02"	15	"1,113.48"	31	"1,770.17"	38	"10,003.67"	14
2012	40	Anson County Schools	"6,838.74"	22	"1,750.52"	2	"1,214.72"	84	"9,803.98"	19
2012	50	Ashe County Schools	"6,586.81"	30	"1,057.20"	40	"1,260.31"	78	"8,904.32"	37
2012	761	Asheboro City Schools	"5,490.37"	72	"1,110.82"	32	"1,585.65"	55	"8,186.84"	62
2012	111	Asheville City Schools	"5,491.29"	71	"1,344.15"	12	"4,071.23"	3	"10,906.67"	5
2012	60	Avery County Schools	"6,955.92"	18	"1,074.51"	37	"1,915.95"	25	"9,946.38"	16
2012	70	Beaufort County Schools	"5,875.44"	48	"1,168.52"	26	"1,658.11"	49	"8,702.07"	44
2012	80	Bertie County Schools	"7,355.36"	12	"1,212.95"	21	975.24	105	"9,543.55"	23
2012	90	Bladen County Schools	"6,159.14"	34	"1,468.51"	8	"1,094.97"	94	"8,722.62"	43
2012	100	Brunswick County Schools	"5,222.65"	95	972.04	54	"2,374.66"	13	"8,569.35"	49
2012	110	Buncombe County Schools	"5,136.21"	100	787.68	79	"1,899.40"	28	"7,823.29"	84
2012	120	Burke County Schools	"5,260.21"	88	"1,011.93"	47	902.69	110	"7,174.83"	109
2012	130	Cabarrus County Schools	"4,971.10"	107	449.53	114	"1,518.65"	59	"6,939.28"	114
2012	140	Caldwell County Schools	"5,648.44"	62	857.82	71	"1,078.86"	96	"7,585.12"	96
2012	150	Camden County Schools	"6,933.42"	19	615.53	104	782.41	114	"8,331.36"	53
2012	160	Carteret County Schools	"5,339.63"	82	712.46	94	"2,125.37"	20	"8,177.46"	64
2012	170	Caswell County Schools	"7,198.84"	14	960.8	56	773.43	115	"8,933.07"	35
2012	180	Catawba County Schools	"5,026.55"	106	753.31	89	"1,497.82"	61	"7,277.68"	106
2012	681	Chapel-Hill/Carrboro City Schools	"4,967.20"	109	362.2	115	"4,915.52"	1	"10,244.92"	11
