LEA	LEA Name	State PPE	State Rank	Federal PPE	Federal Rank	Local PPE	Local Rank	Total PPE	Total Rank
10	Alamance-Burlington Schools	4949.51	102	893.94	92	1439.47	64	7282.92	106
20	Alexander County Schools	5301.83	76	688.47	112	916.37	112	6906.67	114
30	Alleghany County Schools	7032.58	16	1537.07	15	1617.16	44	10186.81	13
40	Anson County Schools	6614.33	22	1518.16	17	1257.49	86	9389.98	28
50	Ashe County Schools	6341.20	31	1247.55	39	1295.85	80	8884.60	41
761	Asheboro City Schools	5489.63	65	1076.83	58	1771.76	33	8338.22	62
111	Asheville City Schools	5505.69	64	1850.35	7	4675.73	2	12031.77	4
60	Avery County Schools	6594.91	23	1338.76	31	1867.16	28	9800.83	17
70	Beaufort County Schools	5642.91	56	1255.36	38	1615.50	45	8513.77	53
80	Bertie County Schools	7170.25	12	1663.39	10	1924.28	24	10757.92	7
90	Bladen County Schools	5828.71	42	2035.27	5	1201.68	89	9065.66	36
100	Brunswick County Schools	5051.65	95	1085.12	56	2536.69	11	8673.46	47
110	Buncombe County Schools	5168.88	87	880.09	93	1827.01	30	7875.98	77
120	Burke County Schools	5355.05	71	954.03	81	1079.14	98	7388.22	101
130	Cabarrus County Schools	4694.82	114	737.3	104	1723.00	36	7155.12	113
140	Caldwell County Schools	5345.80	72	821.78	101	1176.00	91	7343.58	103
150	Camden County Schools	6473.28	25	594.07	113	921.45	111	7988.80	73
160	Carteret County Schools	5169.34	86	981.18	72	2335.32	15	8485.84	55
170	Caswell County Schools	6923.55	18	1016.41	69	785.66	114	8725.62	44
180	Catawba County Schools	5050.98	96	834.71	97	1472.56	62	7358.25	102
681	Chapel-Hill/Carrboro City Schools	4826.62	110	698.29	110	4766.68	1	10291.59	12
600	Charlotte-Mecklenburg County Schools	4865.73	107	918.08	88	2053.82	20	7837.63	82
190	Chatham County Schools	5191.65	81	960.74	78	2966.56	5	9118.95	33
200	Cherokee County Schools	6217.74	32	1337.10	32	1414.09	68	8968.93	40
220	Clay County Schools	7360.26	7	868.41	95	1027.97	101	9256.64	30
230	Cleveland County Schools	5605.20	58	1124.44	52	1273.27	83	8002.91	72
821	Clinton City Schools	5662.60	54	1339.22	30	1558.63	53	8560.45	51
240	Columbus County Schools	6064.86	36	1463.34	22	1073.28	99	8601.48	50
250	Craven County Schools	5020.02	99	1212.85	43	1269.78	84	7502.65	97
260	Cumberland County Schools	5150.00	89	1300.61	34	1359.40	73	7810.01	84
270	Currituck County Schools	5358.30	70	825.97	99	2509.48	12	8693.75	45
280	Dare County Schools	5400.32	68	826.44	98	4246.53	3	10473.29	10
290	Davidson County Schools	4867.46	106	734.07	106	1006.92	102	6608.45	115
300	Davie County Schools	5112.13	94	582.01	114	1620.82	42	7314.96	104
310	Duplin County Schools	5686.19	53	1221.89	42	961.62	106	7869.70	79
320	Durham County Schools	5134.79	91	1071.15	59	2858.77	6	9064.71	37
210	Edenton-Chowan County Schools	6451.74	27	1484.51	19	1620.90	41	9557.15	24
330	Edgecombe County Schools	5866.66	40	1243.80	40	867.72	113	7978.18	75
861	Elkin City Schools	6208.08	33	1029.64	66	1868.37	27	9106.09	34
340	Forsyth County Schools	5258.93	78	1028.49	67	2383.50	14	8670.92	49
350	Franklin County Schools	5330.49	75	987.21	71	1325.44	77	7643.14	92
360	Gaston County Schools	4762.66	111	1060.72	62	1406.19	69	7229.57	110
370	Gates County Schools	7240.50	10	894.11	91	1601.74	46	9736.35	18
380	Graham County Schools	7359.17	8	1376.35	28	944.6	108	9680.12	21
390	Granville County Schools	5358.62	69	777.9	103	1491.50	59	7628.02	93
400	Greene County Schools	7048.34	14	1195.96	46	987	104	9231.30	31
410	Guilford County Schools	4903.37	105	933.77	85	2652.83	9	8489.97	54
420	Halifax County Schools	6700.17	21	2363.65	2	930.62	110	9994.44	14
430	Harnett County Schools	5139.24	90	955.67	80	1095.85	96	7190.76	111
440	Haywood County Schools	5299.78	77	1063.93	61	1828.94	29	8192.65	65
450	Henderson County Schools	5127.94	92	964.91	76	1575.24	48	7668.09	88
460	Hertford County Schools	7136.66	13	1231.32	41	1344.03	76	9712.01	19
181	Hickory City Schools	5178.20	82	995.21	70	1476.92	60	7650.33	91
470	Hoke County Schools	5927.21	38	1160.30	51	937.2	109	8024.71	71
480	Hyde County Schools	13205.84	1	2023.89	6	2729.35	7	17959.08	1
490	Iredell-Statesville Schools	4844.40	109	736.2	105	1578.60	47	7159.20	112
500	Jackson County Schools	5817.63	44	1203.55	44	1508.70	57	8529.88	52
510	Johnston County Schools	5172.49	85	727.62	107	1755.32	35	7655.43	90
520	Jones County Schools	8712.71	3	1538.72	14	1372.87	71	11624.30	6
132	Kannapolis City Schools	5025.47	98	1636.23	11	1767.39	34	8429.09	56
530	Lee County Schools	5175.20	83	916.16	89	1635.98	39	7727.34	86
540	Lenoir County Schools	5547.51	61	1160.79	50	950.15	107	7658.45	89
291	Lexington City Schools	6019.20	37	1530.85	16	1965.51	23	9515.56	25
550	Lincoln County Schools	5031.02	97	790.57	102	1435.41	65	7257.00	108
560	Macon County Schools	5701.30	52	1025.91	68	1689.09	38	8416.30	58
570	Madison County Schools	6464.56	26	1038.30	65	1170.34	93	8673.20	48
580	Martin County Schools	6418.32	28	1447.90	23	1560.61	51	9426.83	27
590	McDowell County Schools	5714.56	50	1096.64	54	1172.91	92	7984.11	74
610	Mitchell County Schools	7455.20	6	1098.65	53	1155.08	95	9708.93	20
620	Montgomery County Schools	6165.87	35	1465.54	21	1442.25	63	9073.66	35
630	Moore County Schools	4996.80	100	895.55	90	1973.41	22	7865.76	81
491	Mooresville City Schools	4708.71	113	716.16	108	2037.73	21	7462.60	99
862	Mount Airy City Schools	5921.32	39	1353.26	29	1900.18	25	9174.76	32
640	Nash-Rocky Mount Schools	5463.69	67	1167.39	49	1417.96	67	8049.04	70
650	New Hanover County Schools	4909.72	104	937.88	84	2495.21	13	8342.81	61
182	Newton-Conover City Schools	5341.43	73	1430.55	24	1571.33	49	8343.31	60
660	Northampton County Schools	7302.76	9	1675.37	9	1348.17	75	10326.30	11
670	Onslow County Schools	4756.39	112	928.94	86	1547.97	55	7233.30	109
680	Orange County Schools	5253.86	79	698.3	109	3027.26	4	8979.42	39
690	Pamlico County Schools	7596.54	5	1290.95	35	1777.61	32	10665.10	8
700	Pasquotank County Schools	5618.75	57	1287.76	36	1784.76	31	8691.27	46
710	Pender County Schools	4950.62	101	973.73	74	1564.90	50	7489.25	98
720	Perquimans County Schools	7038.02	15	1546.61	13	1359.47	72	9944.10	15
730	Person County Schools	5743.95	45	969.58	75	1630.78	40	8344.31	59
740	Pitt County Schools	5167.98	88	1083.17	57	1617.42	43	7868.57	80
750	Polk County Schools	6360.72	29	1094.26	55	2149.28	17	9604.26	22
760	Randolph County Schools	5175.05	84	951.81	82	1282.68	82	7409.54	100
770	Richmond County Schools	5827.96	43	1380.65	27	964.25	105	8172.86	66
421	Roanoke Rapids City Schools	5714.35	51	1258.60	37	1319.75	78	8292.70	63
780	Robeson County Schools	5834.86	41	1491.93	18	746.69	115	8073.48	69
790	Rockingham County Schools	5542.85	62	1057.50	63	1504.11	58	8104.46	68
800	Rowan-Salisbury County Schools	5119.26	93	824.76	100	1876.52	26	7820.54	83
810	Rutherford County Schools	5717.98	49	1184.24	47	1301.29	79	8203.51	64
820	Sampson County Schools	5739.56	47	1196.44	45	999.92	103	7935.92	76
830	Scotland County Schools	6558.45	24	1605.89	12	1717.25	37	9881.59	16
840	Stanly County Schools	5655.21	55	940.86	83	1208.84	88	7804.91	85
850	Stokes County Schools	5718.76	48	976.65	73	1474.42	61	8169.83	67
860	Surry County Schools	5560.77	60	962.98	77	1176.74	90	7700.49	87
870	Swain County Schools	6939.92	17	1482.75	20	1163.39	94	9586.06	23
292	Thomasville City Schools	5739.97	46	2152.13	4	1539.47	56	9431.57	26
880	Transylvania County Schools	5330.83	74	876.3	94	2211.71	16	8418.84	57
890	Tyrrell County Schools	11602.97	2	1381.49	26	1231.93	87	14216.39	2
900	Union County Schools	4680.12	115	528.16	115	2095.90	18	7304.18	105
910	Vance County Schools	6171.86	34	1388.40	25	1258.79	85	8819.05	42
920	Wake County Schools	4845.86	108	690.54	111	2068.41	19	7604.81	94
930	Warren County Schools	7225.20	11	1783.61	8	1552.40	54	10561.21	9
940	Washington County Schools	7868.15	4	2277.45	3	1559.26	52	11704.86	5
950	Watauga County Schools	5535.64	63	956.82	79	2541.77	10	9034.23	38
960	Wayne County Schools	5467.14	66	1070.75	60	1053.73	100	7591.62	95
422	Weldon City Schools	6873.10	19	2948.67	1	2655.37	8	12477.14	3
241	Whiteville City Schools	6341.41	30	1336.30	33	1090.83	97	8768.54	43
970	Wilkes County Schools	5249.42	80	864.6	96	1429.53	66	7543.55	96
980	Wilson County Schools	4946.85	103	1043.11	64	1286.89	81	7276.85	107
990	Yadkin County Schools	5598.16	59	921.61	87	1351.38	74	7871.15	78
995	Yancey County Schools	6746.88	20	1182.88	48	1377.50	70	9307.26	29
