Year	LEA	LEA Name	State PPE	State Rank	Federal PPE	Federal Rank	Local PPE	Local Rank	Total PPE	Total Rank
2010	10	Alamance-Burlington Schools	"4,949.51"	102	893.94	92	"1,439.47"	64	"7,282.92"	106
2010	20	Alexander County Schools	"5,301.83"	76	688.47	112	916.37	112	"6,906.67"	114
2010	30	Alleghany County Schools	"7,032.58"	16	"1,537.07"	15	"1,617.16"	44	"10,186.81"	13
2010	40	Anson County Schools	"6,614.33"	22	"1,518.16"	17	"1,257.49"	86	"9,389.98"	28
2010	50	Ashe County Schools	"6,341.20"	31	"1,247.55"	39	"1,295.85"	80	"8,884.60"	41
2010	761	Asheboro City Schools	"5,489.63"	65	"1,076.83"	58	"1,771.76"	33	"8,338.22"	62
2010	111	Asheville City Schools	"5,505.69"	64	"1,850.35"	7	"4,675.73"	2	"12,031.77"	4
2010	60	Avery County Schools	"6,594.91"	23	"1,338.76"	31	"1,867.16"	28	"9,800.83"	17
2010	70	Beaufort County Schools	"5,642.91"	56	"1,255.36"	38	"1,615.50"	45	"8,513.77"	53
2010	80	Bertie County Schools	"7,170.25"	12	"1,663.39"	10	"1,924.28"	24	"10,757.92"	7
2010	90	Bladen County Schools	"5,828.71"	42	"2,035.27"	5	"1,201.68"	89	"9,065.66"	36
2010	100	Brunswick County Schools	"5,051.65"	95	"1,085.12"	56	"2,536.69"	11	"8,673.46"	47
2010	110	Buncombe County Schools	"5,168.88"	87	880.09	93	"1,827.01"	30	"7,875.98"	77
2010	120	Burke County Schools	"5,355.05"	71	954.03	81	"1,079.14"	98	"7,388.22"	101
2010	130	Cabarrus County Schools	"4,694.82"	114	737.3	104	"1,723.00"	36	"7,155.12"	113
2010	140	Caldwell County Schools	"5,345.80"	72	821.78	101	"1,176.00"	91	"7,343.58"	103
2010	150	Camden County Schools	"6,473.28"	25	594.07	113	921.45	111	"7,988.80"	73
2010	160	Carteret County Schools	"5,169.34"	86	981.18	72	"2,335.32"	15	"8,485.84"	55
2010	170	Caswell County Schools	"6,923.55"	18	"1,016.41"	69	785.66	114	"8,725.62"	44
2010	180	Catawba County Schools	"5,050.98"	96	834.71	97	"1,472.56"	62	"7,358.25"	102
2010	681	Chapel-Hill/Carrboro City Schools	"4,826.62"	110	698.29	110	"4,766.68"	1	"10,291.59"	12
2010	600	Charlotte-Mecklenburg County Schools	"4,865.73"	107	918.08	88	"2,053.82"	20	"7,837.63"	82
2010	190	Chatham County Schools	"5,191.65"	81	960.74	78	"2,966.56"	5	"9,118.95"	33
2010	200	Cherokee County Schools	"6,217.74"	32	"1,337.10"	32	"1,414.09"	68	"8,968.93"	40
2010	220	Clay County Schools	"7,360.26"	7	868.41	95	"1,027.97"	101	"9,256.64"	30
2010	230	Cleveland County Schools	"5,605.20"	58	"1,124.44"	52	"1,273.27"	83	"8,002.91"	72
2010	821	Clinton City Schools	"5,662.60"	54	"1,339.22"	30	"1,558.63"	53	"8,560.45"	51
2010	240	Columbus County Schools	"6,064.86"	36	"1,463.34"	22	"1,073.28"	99	"8,601.48"	50
2010	250	Craven County Schools	"5,020.02"	99	"1,212.85"	43	"1,269.78"	84	"7,502.65"	97
2010	260	Cumberland County Schools	"5,150.00"	89	"1,300.61"	34	"1,359.40"	73	"7,810.01"	84
2010	270	Currituck County Schools	"5,358.30"	70	825.97	99	"2,509.48"	12	"8,693.75"	45
2010	280	Dare County Schools	"5,400.32"	68	826.44	98	"4,246.53"	3	"10,473.29"	10
2010	290	Davidson County Schools	"4,867.46"	106	734.07	106	"1,006.92"	102	"6,608.45"	115
2010	300	Davie County Schools	"5,112.13"	94	582.01	114	"1,620.82"	42	"7,314.96"	104
2010	310	Duplin County Schools	"5,686.19"	53	"1,221.89"	42	961.62	106	"7,869.70"	79
2010	320	Durham County Schools	"5,134.79"	91	"1,071.15"	59	"2,858.77"	6	"9,064.71"	37
2010	210	Edenton-Chowan County Schools	"6,451.74"	27	"1,484.51"	19	"1,620.90"	41	"9,557.15"	24
2010	330	Edgecombe County Schools	"5,866.66"	40	"1,243.80"	40	867.72	113	"7,978.18"	75
2010	861	Elkin City Schools	"6,208.08"	33	"1,029.64"	66	"1,868.37"	27	"9,106.09"	34
2010	340	Forsyth County Schools	"5,258.93"	78	"1,028.49"	67	"2,383.50"	14	"8,670.92"	49
2010	350	Franklin County Schools	"5,330.49"	75	987.21	71	"1,325.44"	77	"7,643.14"	92
2010	360	Gaston County Schools	"4,762.66"	111	"1,060.72"	62	"1,406.19"	69	"7,229.57"	110
2010	370	Gates County Schools	"7,240.50"	10	894.11	91	"1,601.74"	46	"9,736.35"	18
2010	380	Graham County Schools	"7,359.17"	8	"1,376.35"	28	944.6	108	"9,680.12"	21
2010	390	Granville County Schools	"5,358.62"	69	777.9	103	"1,491.50"	59	"7,628.02"	93
2010	400	Greene County Schools	"7,048.34"	14	"1,195.96"	46	987	104	"9,231.30"	31
2010	410	Guilford County Schools	"4,903.37"	105	933.77	85	"2,652.83"	9	"8,489.97"	54
2010	420	Halifax County Schools	"6,700.17"	21	"2,363.65"	2	930.62	110	"9,994.44"	14
2010	430	Harnett County Schools	"5,139.24"	90	955.67	80	"1,095.85"	96	"7,190.76"	111
2010	440	Haywood County Schools	"5,299.78"	77	"1,063.93"	61	"1,828.94"	29	"8,192.65"	65
2010	450	Henderson County Schools	"5,127.94"	92	964.91	76	"1,575.24"	48	"7,668.09"	88
2010	460	Hertford County Schools	"7,136.66"	13	"1,231.32"	41	"1,344.03"	76	"9,712.01"	19
2010	181	Hickory City Schools	"5,178.20"	82	995.21	70	"1,476.92"	60	"7,650.33"	91
2010	470	Hoke County Schools	"5,927.21"	38	"1,160.30"	51	937.2	109	"8,024.71"	71
2010	480	Hyde County Schools	"13,205.84"	1	"2,023.89"	6	"2,729.35"	7	"17,959.08"	1
2010	490	Iredell-Statesville Schools	"4,844.40"	109	736.2	105	"1,578.60"	47	"7,159.20"	112
2010	500	Jackson County Schools	"5,817.63"	44	"1,203.55"	44	"1,508.70"	57	"8,529.88"	52
2010	510	Johnston County Schools	"5,172.49"	85	727.62	107	"1,755.32"	35	"7,655.43"	90
2010	520	Jones County Schools	"8,712.71"	3	"1,538.72"	14	"1,372.87"	71	"11,624.30"	6
2010	132	Kannapolis City Schools	"5,025.47"	98	"1,636.23"	11	"1,767.39"	34	"8,429.09"	56
