Year	LEA	LEA Name	State PPE	State Rank	Federal PPE	Federal Rank	Local PPE	Local Rank	Total PPE	Total Rank
2011	10	Alamance-Burlington Schools	"4,943.28"	98	963.2	92	"1,453.19"	61	"7,359.67"	105
2011	20	Alexander County Schools	"5,466.73"	64	806.27	109	804.2	113	"7,077.20"	112
2011	30	Alleghany County Schools	"7,107.63"	13	"1,491.39"	23	"2,001.51"	22	"10,600.53"	9
2011	40	Anson County Schools	"6,546.75"	23	"1,571.81"	18	"1,220.54"	86	"9,339.10"	29
2011	50	Ashe County Schools	"6,317.60"	28	"1,180.70"	48	"1,134.97"	89	"8,633.27"	48
2011	761	Asheboro City Schools	"5,410.30"	66	"1,897.94"	8	"1,663.41"	44	"8,971.65"	40
2011	111	Asheville City Schools	"5,396.14"	69	"1,617.78"	17	"4,432.06"	2	"11,445.98"	4
2011	60	Avery County Schools	"6,735.80"	18	"1,392.76"	32	"1,990.27"	23	"10,118.83"	16
2011	70	Beaufort County Schools	"5,652.46"	50	"1,334.59"	36	"1,713.40"	41	"8,700.45"	46
2011	80	Bertie County Schools	"7,241.64"	9	"1,179.86"	49	"1,077.10"	97	"9,498.60"	24
2011	90	Bladen County Schools	"5,951.87"	35	"2,035.56"	6	"1,098.62"	94	"9,086.05"	33
2011	100	Brunswick County Schools	"4,945.77"	97	"1,154.98"	55	"2,366.52"	11	"8,467.27"	52
2011	110	Buncombe County Schools	"5,080.82"	90	979.95	91	"1,811.79"	32	"7,872.56"	81
2011	120	Burke County Schools	"5,397.24"	68	897.99	101	926.43	106	"7,221.66"	110
2011	130	Cabarrus County Schools	"4,673.48"	115	730.48	110	"1,738.03"	40	"7,141.99"	111
2011	140	Caldwell County Schools	"5,342.19"	71	"1,076.42"	71	"1,088.29"	96	"7,506.90"	97
2011	150	Camden County Schools	"6,461.90"	25	715.03	111	900.75	109	"8,077.68"	72
2011	160	Carteret County Schools	"4,992.24"	96	981.94	89	"2,309.13"	14	"8,283.31"	63
2011	170	Caswell County Schools	"7,105.80"	14	"1,138.33"	59	767.55	114	"9,011.68"	36
2011	180	Catawba County Schools	"4,925.00"	102	944.69	94	"1,459.58"	60	"7,329.27"	106
2011	681	Chapel-Hill/Carrboro City Schools	"4,764.29"	108	882.64	102	"4,617.09"	1	"10,264.02"	12
2011	600	Charlotte-Mecklenburg County Schools	"4,675.71"	114	939.12	95	"1,953.17"	25	"7,568.00"	93
2011	190	Chatham County Schools	"5,054.08"	92	"1,143.13"	58	"2,783.63"	6	"8,980.84"	39
2011	200	Cherokee County Schools	"6,217.05"	31	"1,451.71"	26	"1,603.06"	51	"9,271.82"	30
2011	220	Clay County Schools	"7,165.69"	12	"1,047.56"	75	"1,133.60"	90	"9,346.85"	28
2011	230	Cleveland County Schools	"5,507.56"	60	"1,133.63"	60	"1,478.35"	58	"8,119.54"	69
