Year	LEA	LEA Name	State PPE	State Rank	Federal PPE	Federal Rank	Local PPE	Local Rank	Total PPE	Total Rank
2013	10	Alamance-Burlington Schools	"5,164.61"	101	761.11	58	"1,621.67"	66	"7,547.39"	105
2013	20	Alexander County Schools	"5,682.10"	68	582.65	94	"1,289.66"	94	"7,554.41"	103
2013	30	Alleghany County Schools	"7,333.08"	12	741.23	65	"2,570.42"	13	"10,644.73"	8
2013	40	Anson County Schools	"6,982.95"	19	"1,880.21"	2	"1,227.53"	102	"10,090.69"	17
2013	50	Ashe County Schools	"6,460.40"	30	767.07	57	"1,552.49"	77	"8,779.96"	41
2013	761	Asheboro City Schools	"5,666.94"	69	872.96	43	"1,842.08"	47	"8,381.98"	58
2013	111	Asheville City Schools	"5,599.61"	72	"1,012.20"	22	"4,178.89"	3	"10,790.70"	7
2013	60	Avery County Schools	"6,870.17"	20	"1,011.37"	23	"2,042.27"	31	"9,923.81"	19
2013	70	Beaufort County Schools	"5,687.07"	67	960.18	30	"1,664.47"	62	"8,311.72"	63
2013	80	Bertie County Schools	"7,241.86"	13	985.77	25	"1,299.39"	93	"9,527.02"	27
2013	90	Bladen County Schools	"6,321.34"	32	"1,232.56"	10	"1,568.05"	74	"9,121.95"	33
2013	100	Brunswick County Schools	"5,250.93"	95	740.93	66	"2,526.89"	15	"8,518.75"	50
2013	110	Buncombe County Schools	"5,233.23"	96	786.86	54	"1,971.44"	34	"7,991.53"	81
2013	120	Burke County Schools	"5,518.08"	75	806.96	51	"1,565.50"	75	"7,890.54"	84
2013	130	Cabarrus County Schools	"4,957.33"	111	459.54	109	"1,738.53"	55	"7,155.40"	112
2013	140	Caldwell County Schools	"5,859.62"	53	587.8	92	"1,301.72"	92	"7,749.14"	90
2013	150	Camden County Schools	"6,683.92"	27	397.52	113	"1,247.01"	99	"8,328.45"	62
2013	160	Carteret County Schools	"5,461.72"	80	586.19	93	"2,381.22"	17	"8,429.13"	57
2013	170	Caswell County Schools	"7,095.17"	16	753.44	61	878.36	113	"8,726.97"	43
2013	180	Catawba County Schools	"5,156.88"	102	565.92	97	"1,635.06"	64	"7,357.86"	108
2013	681	Chapel-Hill/Carrboro City Schools	"4,887.82"	114	349.25	114	"5,196.60"	1	"10,433.67"	10
2013	600	Charlotte-Mecklenburg County Schools	"4,924.16"	113	561.42	98	"2,187.57"	22	"7,673.15"	95
2013	190	Chatham County Schools	"5,409.97"	84	623.81	84	"3,060.76"	6	"9,094.54"	35
2013	200	Cherokee County Schools	"6,023.18"	44	876.75	42	"2,185.81"	23	"9,085.74"	36
2013	220	Clay County Schools	"7,644.72"	8	611.96	87	"1,355.97"	87	"9,612.65"	24
2013	230	Cleveland County Schools	"5,824.05"	57	898.93	40	"1,843.72"	46	"8,566.70"	48
2013	821	Clinton City Schools	"5,719.73"	65	779.02	55	"1,804.30"	51	"8,303.05"	64
2013	240	Columbus County Schools	"6,134.07"	38	964.65	29	969.6	110	"8,068.32"	75
2013	250	Craven County Schools	"5,192.85"	99	892.6	41	"1,636.89"	63	"7,722.34"	92
2013	260	Cumberland County Schools	"5,050.55"	107	932.58	35	"1,704.37"	58	"7,687.50"	94
2013	270	Currituck County Schools	"5,466.02"	79	601.65	89	"2,548.54"	14	"8,616.21"	45
2013	280	Dare County Schools	"5,708.86"	66	474.98	108	"4,236.02"	2	"10,419.86"	11
2013	290	Davidson County Schools	"5,176.13"	100	541.25	101	"1,238.24"	100	"6,955.62"	115
2013	300	Davie County Schools	"5,470.12"	78	517.1	102	"1,816.98"	49	"7,804.20"	86
2013	310	Duplin County Schools	"5,855.34"	56	933.65	34	"1,259.19"	97	"8,048.18"	77
