LEA	LEA Name	State PPE	State Rank	Federal PPE	Federal Rank	Local PPE	Local Rank	Total PPE	Total Rank
10	Alamance-Burlington Schools	4518.98	111	452.29	96	1477.94	46	6449.21	106
20	Alexander County Schools	4836.31	88	431.57	98	929.02	102	6196.90	112
30	Alleghany County Schools	7091.12	5	706.34	45	1281.44	69	9078.90	10
40	Anson County Schools	5796.55	29	1020.38	18	1063.47	92	7880.40	38
50	Ashe County Schools	5963.96	25	854.27	27	1172.02	83	7990.25	33
761	Asheboro City Schools	5085.87	66	765.15	38	1633.85	34	7484.87	60
111	Asheville City Schools	5349.44	41	851.52	28	4230.67	1	10431.63	4
60	Avery County Schools	6328.43	15	1003.85	22	1753.98	28	9086.26	9
70	Beaufort County Schools	5343.71	42	874.42	25	1416.82	52	7634.95	47
80	Bertie County Schools	6249.61	17	1012.14	19	986.42	98	8248.17	27
90	Bladen County Schools	5603.96	32	1306.71	4	1182.45	81	8093.12	30
100	Brunswick County Schools	4927.42	78	602.38	62	2066.69	18	7596.49	49
110	Buncombe County Schools	4799.73	93	529.35	82	1740.68	29	7069.76	74
120	Burke County Schools	4989.41	74	552.95	73	967.98	100	6510.34	105
130	Cabarrus County Schools	4411.54	114	322.1	113	1449.63	49	6183.27	113
140	Caldwell County Schools	4918.67	80	517.21	85	1148.25	84	6584.13	100
150	Camden County Schools	5993.01	24	328.92	112	787	113	7108.93	69
160	Carteret County Schools	5077.69	67	560.66	71	2355.71	10	7994.06	32
170	Caswell County Schools	6106.04	20	616.43	57	844.78	109	7567.25	52
180	Catawba County Schools	4817.37	90	438.98	97	1350.83	57	6607.18	99
681	Chapel-Hill/Carrboro City Schools	4637.31	103	338.05	111	3965.00	2	8940.36	11
600	Charlotte-Mecklenburg County Schools	4614.83	106	485.1	89	2392.01	8	7491.94	59
190	Chatham County Schools	4884.52	83	475.49	92	2174.51	14	7534.52	56
200	Cherokee County Schools	5888.48	26	815.64	34	1118.91	88	7823.03	42
220	Clay County Schools	6803.10	7	581.86	66	973	99	8357.96	23
230	Cleveland County Schools	5174.12	57	595.36	63	1464.84	47	7234.32	65
821	Clinton City Schools	5225.96	53	830.61	32	1282.00	68	7338.57	62
240	Columbus County Schools	5333.39	43	838.67	29	906.52	105	7078.58	73
250	Craven County Schools	4911.00	82	786.29	36	1219.11	77	6916.40	83
260	Cumberland County Schools	4739.46	99	788.4	35	1332.63	60	6860.49	87
270	Currituck County Schools	5124.20	62	380.28	108	2069.78	17	7574.26	51
280	Dare County Schools	5063.52	68	401.97	103	3688.49	3	9153.98	8
290	Davidson County Schools	4433.91	113	311.72	114	1189.08	80	5934.71	115
300	Davie County Schools	4770.32	94	386.58	106	1365.49	55	6522.39	104
310	Duplin County Schools	5185.29	55	825.33	33	923.67	104	6934.29	82
320	Durham County Schools	4883.33	85	620.64	54	2746.60	5	8250.57	26
210	Edenton-Chowan County Schools	6120.88	19	618.62	55	1545.28	42	8284.78	25
330	Edgecombe County Schools	5547.99	35	1005.15	21	1101.29	90	7654.43	45
861	Elkin City Schools	5523.80	36	483.14	90	1851.63	24	7858.57	40
340	Forsyth County Schools	4812.76	91	489.44	88	2257.37	13	7559.57	53
350	Franklin County Schools	4919.59	79	613.62	59	1321.82	62	6855.03	88
360	Gaston County Schools	4563.66	110	467.88	93	1253.39	75	6284.93	111
370	Gates County Schools	6521.95	10	431.13	99	1282.44	67	8235.52	28
380	Graham County Schools	7017.47	6	1230.16	10	664.43	115	8912.06	12
390	Granville County Schools	4883.62	84	404.82	102	1421.24	51	6709.68	96
400	Greene County Schools	5847.13	27	835.32	31	1390.77	53	8073.22	31
410	Guilford County Schools	4616.23	105	532.17	81	2294.16	12	7442.56	61
420	Halifax County Schools	6017.98	22	1289.92	6	829.58	110	8137.48	29
430	Harnett County Schools	4764.73	95	546.67	78	995.79	96	6307.19	109
440	Haywood County Schools	5004.42	73	588.99	64	1988.89	19	7582.30	50
450	Henderson County Schools	4917.12	81	617.41	56	1499.46	45	7033.99	77
460	Hertford County Schools	6243.01	18	1083.23	15	1213.60	78	8539.84	17
181	Hickory City Schools	4824.00	89	607.11	60	1538.99	43	6970.10	80
470	Hoke County Schools	5443.38	39	748.13	40	891.81	108	7083.32	72
480	Hyde County Schools	10564.85	1	1095.38	14	2629.73	6	14289.96	1
490	Iredell-Statesville Schools	4621.60	104	428.04	100	1325.58	61	6375.22	107
500	Jackson County Schools	5324.75	47	615.99	58	1956.38	21	7897.12	36
510	Johnston County Schools	4745.66	96	400.12	104	1607.72	35	6753.50	95
520	Jones County Schools	7622.26	3	1271.32	7	944.78	101	9838.36	5
132	Kannapolis City Schools	4704.53	101	553.92	72	1564.90	38	6823.35	89
530	Lee County Schools	4928.04	77	549.03	77	1500.70	44	6977.77	79
540	Lenoir County Schools	5282.94	51	708	44	1067.29	91	7058.23	75
291	Lexington City Schools	5607.10	31	1010.44	20	1965.09	20	8582.63	16
550	Lincoln County Schools	4710.66	100	389.96	105	1191.39	79	6292.01	110
560	Macon County Schools	5283.24	50	579.36	67	1685.46	32	7548.06	55
570	Madison County Schools	6012.18	23	506.05	87	1225.92	76	7744.15	44
580	Martin County Schools	5635.41	30	1129.16	12	1545.86	41	8310.43	24
590	McDowell County Schools	5136.77	60	573.27	68	997.6	95	6707.64	97
610	Mitchell County Schools	6288.95	16	638.91	53	901.12	106	7828.98	41
620	Montgomery County Schools	5452.63	38	880.86	24	1590.89	36	7924.38	35
630	Moore County Schools	4853.37	87	562.77	70	1712.62	30	7128.76	68
491	Mooresville City Schools	4441.83	112	302.74	115	1824.73	26	6569.30	102
862	Mount Airy City Schools	5331.09	44	602.9	61	1836.81	25	7770.80	43
640	Nash-Rocky Mount Schools	5129.33	61	743	41	1342.50	59	7214.83	66
650	New Hanover County Schools	4601.32	107	665.76	50	2372.95	9	7640.03	46
182	Newton-Conover City Schools	5030.53	71	1047.59	17	1555.71	39	7633.83	48
660	Northampton County Schools	6448.87	11	1126.13	13	1276.65	70	8851.65	14
670	Onslow County Schools	4739.73	98	566.59	69	1275.87	71	6582.19	101
680	Orange County Schools	5023.72	72	350.66	109	3030.61	4	8404.99	22
690	Pamlico County Schools	7159.46	4	770.14	37	1317.04	63	9246.64	7
700	Pasquotank County Schools	5156.08	59	732.89	43	1660.50	33	7549.47	54
710	Pender County Schools	4803.31	92	584.03	65	1376.48	54	6763.82	94
720	Perquimans County Schools	6420.02	14	1334.67	3	1119.52	87	8874.21	13
730	Person County Schools	4966.91	76	534.62	80	1293.74	65	6795.27	93
740	Pitt County Schools	4977.21	75	675.97	48	1549.28	40	7202.46	67
750	Polk County Schools	5827.04	28	520.05	84	2168.49	15	8515.58	19
760	Randolph County Schools	4588.57	108	385.82	107	1106.09	89	6080.48	114
770	Richmond County Schools	5327.44	46	649.61	51	895.44	107	6872.49	86
421	Roanoke Rapids City Schools	5331.04	45	688.23	47	1868.69	23	7887.96	37
780	Robeson County Schools	5473.07	37	1081.35	16	781.04	114	7335.46	63
790	Rockingham County Schools	5099.79	65	550.16	76	1350.74	58	7000.69	78
800	Rowan-Salisbury County Schools	4700.03	102	479.31	91	1460.87	48	6640.21	98
810	Rutherford County Schools	5275.01	52	644.37	52	1120.11	86	7039.49	76
999	STATE TOTAL	4900.47	0	578.68	0	1692.89	0	7172.04	0
820	Sampson County Schools	5305.35	49	699.24	46	810.22	111	6814.81	90
830	Scotland County Schools	5580.69	34	1265.69	8	1576.90	37	8423.28	21
840	Stanly County Schools	5105.92	64	460.6	94	1315.89	64	6882.41	85
850	Stokes County Schools	5183.35	56	544.37	79	1356.72	56	7084.44	71
860	Surry County Schools	5105.96	63	551.99	75	1145.80	85	6803.75	91
870	Swain County Schools	6566.20	9	1238.75	9	992.88	97	8797.83	15
292	Thomasville City Schools	5308.92	48	1303.50	5	1816.54	27	8428.96	20
880	Transylvania County Schools	5052.61	70	521.06	83	1953.44	22	7527.11	58
890	Tyrrell County Schools	10263.39	2	994.39	23	1173.04	82	12430.82	2
900	Union County Schools	4319.64	115	344.12	110	1695.41	31	6359.17	108
910	Vance County Schools	5431.47	40	838.03	30	1264.74	73	7534.24	57
920	Wake County Schools	4574.15	109	414.43	101	2119.23	16	7107.81	70
